BUS_SERVICE_NAME_TXT,OPR_DESC_TXT,ORIG_DEST_TXT,BUS_DIRCTN_TXT,BUS_ROUTE_SEQ_NUM,BUS_STOP_CD,BUS_STOP_DESC_TXT,RD_NAM_TXT,LONGTD_TXT,LATTD_TXT,OP_HR_TXT,FARE_TXT,CONTACT_TXT
PBS 588,Commute Solutions Group Pte Ltd,"Sin Ming Avenue to Shenton Way
",1,13,53229,Blk 501,Bishan Street 11,103.8492724,1.348223035,One trip at 8.00 am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 588,Commute Solutions Group Pte Ltd,"Sin Ming Avenue to Shenton Way
",1,14,53419,Blk 117,Bishan Street 12,103.8498088,1.346399965,One trip at 8.00 am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 588,Commute Solutions Group Pte Ltd,"Sin Ming Avenue to Shenton Way
",1,15,53409,Blk 131,Bishan Street 12,103.8512681,1.345346097,One trip at 8.00 am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 588,Commute Solutions Group Pte Ltd,"Sin Ming Avenue to Shenton Way
",1,16,5129,Hong Lim Park,Upper Pickering Street,103.8463467,1.286011667,One trip at 8.00 am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 588,Commute Solutions Group Pte Ltd,"Sin Ming Avenue to Shenton Way
",1,17,5319,OCBC Centre,Church Street,103.8490869,1.284496673,One trip at 8.00 am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 588,Commute Solutions Group Pte Ltd,"Sin Ming Avenue to Shenton Way
",1,18,3129,UIC Building,Shenton Way,103.8495672,1.278070035,One trip at 8.00 am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 588,Commute Solutions Group Pte Ltd,"Sin Ming Avenue to Shenton Way
",1,19,3217,Opp AXA Tower,Shenton Way,103.8479444,1.275522189,One trip at 8.00 am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 588,Commute Solutions Group Pte Ltd,"Sin Ming Avenue to Shenton Way
",1,20,3218,Opp MAS Building,Shenton Way,103.8468781,1.274116652,One trip at 8.00 am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 590,Commute Solutions Group Pte Ltd,Choa Chu Kang Crescent - Shenton Way,1,1,45401,Blk 681,Choa Chu Kang Crescent,103.7459427,1.402799726,One trip at 7.35am,$5.50 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 590,Commute Solutions Group Pte Ltd,Choa Chu Kang Crescent - Shenton Way,1,2,45411,Blk 670,Choa Chu Kang Crescent,103.7476735,1.403514518,One trip at 7.35am,$5.50 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 590,Commute Solutions Group Pte Ltd,Choa Chu Kang Crescent - Shenton Way,1,3,45421,Opp Blk 666,Choa Chu Kang Crescent,103.7505093,1.402748849,One trip at 7.35am,$5.50 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 590,Commute Solutions Group Pte Ltd,Choa Chu Kang Crescent - Shenton Way,1,4,45439,Opp Blk 661,Choa Chu Kang Crescent,103.7511553,1.401271944,One trip at 7.35am,$5.50 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 590,Commute Solutions Group Pte Ltd,Choa Chu Kang Crescent - Shenton Way,1,5,45399,Regent Grove Condominium,Choa Chu Kang North 7,103.7499128,1.399840833,One trip at 7.35am,$5.50 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 590,Commute Solutions Group Pte Ltd,Choa Chu Kang Crescent - Shenton Way,1,6,45351,Blk 634,Choa Chu Kang North 6,103.7494790,1.396353492,One trip at 7.35am,$5.50 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 590,Commute Solutions Group Pte Ltd,Choa Chu Kang Crescent - Shenton Way,1,7,45371,Opp Yew Mei Green Condominium,Choa Chu Kang North 6,103.7519373,1.395335871,One trip at 7.35am,$5.50 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 590,Commute Solutions Group Pte Ltd,Choa Chu Kang Crescent - Shenton Way,1,8,45361,Opp Blk 765,Choa Chu Kang North 5,103.7500201,1.392399307,One trip at 7.35am,$5.50 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 590,Commute Solutions Group Pte Ltd,Choa Chu Kang Crescent - Shenton Way,1,9,45301,Blk 708,Choa Chu Kang North 5,103.7466351,1.391845655,One trip at 7.35am,$5.50 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 590,Commute Solutions Group Pte Ltd,Choa Chu Kang Crescent - Shenton Way,1,10,9219,Far East Plaza,Scotts Road,103.8331609,1.307319997,One trip at 7.35am,$5.50 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 590,Commute Solutions Group Pte Ltd,Choa Chu Kang Crescent - Shenton Way,1,11,9037,Opp Mandarin Orchard,Orchard Road,103.8370125,1.302340042,One trip at 7.35am,$5.50 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 590,Commute Solutions Group Pte Ltd,Choa Chu Kang Crescent - Shenton Way,1,12,8137,Orchard Plaza,Orchard Road,103.841005,1.300739684,One trip at 7.35am,$5.50 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 590,Commute Solutions Group Pte Ltd,Choa Chu Kang Crescent - Shenton Way,1,13,8058,Aft Dhoby Ghaut Station,Orchard Road,103.8465412,1.298958343,One trip at 7.35am,$5.50 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 590,Commute Solutions Group Pte Ltd,Choa Chu Kang Crescent - Shenton Way,1,14,8069,Bencooolen Station Exit B,Bras Basah Road,103.8493613,1.298213823,One trip at 7.35am,$5.50 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 590,Commute Solutions Group Pte Ltd,Choa Chu Kang Crescent - Shenton Way,1,15,4179,Aft Bras Basah Station Exit A,Bras Basah Road,103.8514716,1.296479163,One trip at 7.35am,$5.50 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 590,Commute Solutions Group Pte Ltd,Choa Chu Kang Crescent - Shenton Way,1,16,2119,One Raffles Link,Nicoll Highway,103.8553433,1.291844074,One trip at 7.35am,$5.50 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 590,Commute Solutions Group Pte Ltd,Choa Chu Kang Crescent - Shenton Way,1,17,3019,OUE Bayfront,Collyer Quay,103.8531081,1.284245000,One trip at 7.35am,$5.50 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 590,Commute Solutions Group Pte Ltd,Choa Chu Kang Crescent - Shenton Way,1,18,3129,UIC Building,Shenton Way,103.8495672,1.278070035,One trip at 7.35am,$5.50 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 590,Commute Solutions Group Pte Ltd,Choa Chu Kang Crescent - Shenton Way,1,19,3217,Opp AXA Tower,Shenton Way,103.8479444,1.275522189,One trip at 7.35am,$5.50 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 590,Commute Solutions Group Pte Ltd,Choa Chu Kang Crescent - Shenton Way,1,20,3218,Opp MAS Building,Shenton Way,103.8468781,1.274116652,One trip at 7.35am,$5.50 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,1,2,65321,Kadaloor Station Exit B,Punggol Drive,103.916593,1.399427000,Seven trips from 8.00am to 9.31 am / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,1,3,65311,Oasis Station Exit B/Blk 617D,Punggol Drive,103.9128569,1.402015000,Seven trips from 8.00am to 9.31 am / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,1,4,65301,Damai Station Exit B,Punggol Drive,103.9093081,1.404550000,Seven trips from 8.00am to 9.31 am / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,1,5,65099,Blk 604A,Punggol Road,103.897021,1.380166000,Seven trips from 8.00am to 9.31 am / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,1,6,65089,Opp Blk 296,Punggol Road,103.9058051,1.401339484,Seven trips from 8.00am to 9.31 am / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,1,7,65151,Cove Station Exit B,Punggol Field,103.9067353,1.398911231,Seven trips from 8.00am to 9.31 am / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,1,8,65161,Meridian Station Exit B,Punggol Field,103.9085911,1.397356311,Seven trips from 8.00am to 9.31 am / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,1,9,65171,Coral Edge Station Exit B,Punggol Field,103.9120935,1.394494243,Seven trips from 8.00am to 9.31 am / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,1,10,67529,Opp Blk 157A,Sengkang East Drive,103.9093397,1.387304771,Seven trips from 8.00am to 9.31 am / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,1,11,67519,Opp Blk 121E,Sengkang East Drive,103.9062883,1.385653333,Seven trips from 8.00am to 9.31 am / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,1,12,67509,Opp Blk 119A,Sengkang East Drive,103.904338,1.384096400,Seven trips from 8.00am to 9.31 am / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,1,13,80219,National Stadium,Nicoll Highway,103.8752641,1.306743814,Seven trips from 8.00am to 9.31 am / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,1,14,80169,Nicoll Highway Station,Nicoll Highway,103.8633601,1.300705476,Seven trips from 8.00am to 9.31 am / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,1,15,80159,Suntec City,Nicoll Highway,103.8579517,1.295962317,Seven trips from 8.00am to 9.31 am / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,1,16,2119,Opp War Memorial Park,Nicoll Highway,103.8553433,1.291844074,Seven trips from 8.00am to 9.31 am / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,1,17,3019,OUE Bayfront,Collyer Quay,103.8531081,1.284245000,Seven trips from 8.00am to 9.31 am / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,1,18,-,Coach Bay outside Lau Pa Sat,Raffles Quay,103.8506,1.280200000,Seven trips from 8.00am to 9.31 am / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,1,19,3129,UIC Building,Shenton Way,103.8495672,1.278070035,Seven trips from 8.00am to 9.31 am / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,1,20,3217,Opp AXA Tower,Shenton Way,103.8479444,1.275522189,Seven trips from 8.00am to 9.31 am / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,1,21,3223,International Plaza,Anson Road,103.8463247,1.275703395,Seven trips from 8.00am to 9.31 am / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,2,1,3222,Hub Synergy Point,Anson Road,103.8448956,1.273978369,Seven trips from 5.50 pm to 7.30pm / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,2,2,3111,Aft Capital Tower,Robinson Road,103.8481012,1.277825954,Seven trips from 5.50 pm to 7.30pm / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,2,3,3071,Opp So Sofitel Singapore,Robinson Road,103.8493803,1.279921325,Seven trips from 5.50 pm to 7.30pm / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,2,4,3031,Raffles Place Station Exit F,Robinson Road,103.8508607,1.282074922,Seven trips from 5.50 pm to 7.30pm / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,2,5,3011,Fullerton Square,Fullerton Road,103.853336,1.285597589,Seven trips from 5.50 pm to 7.30pm / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,2,6,2111,Esplanade Bridge,Esplanade Drive,103.8545342,1.290955923,Seven trips from 5.50 pm to 7.30pm / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,2,7,80151,Opp Suntec City,Nicoll Highway,103.8575904,1.295947793,Seven trips from 5.50 pm to 7.30pm / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,2,8,80161,Opp Nicoll Highway Station,Nicoll Highway,103.8624541,1.300327156,Seven trips from 5.50 pm to 7.30pm / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,2,9,67501,Blk 117C,Sengkang East Drive,103.90365,1.383549732,Seven trips from 5.50 pm to 7.30pm / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,2,10,67511,Blk 121E,Sengkang East Drive,103.9062452,1.386030416,Seven trips from 5.50 pm to 7.30pm / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,2,11,67521,Blk 160,Sengkang East Drive,103.9083801,1.387145366,Seven trips from 5.50 pm to 7.30pm / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,2,12,65179,Coral Edge Station Exit A,Punggol Field,103.9119024,1.394295828,Seven trips from 5.50 pm to 7.30pm / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,2,13,65169,Meridian Station Exit A,Punggol Field,103.9092919,1.396434688,Seven trips from 5.50 pm to 7.30pm / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,2,14,65159,Cove Station Exit A,Punggol Field,103.9066529,1.398568723,Seven trips from 5.50 pm to 7.30pm / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,2,15,65081,Opp Blk 199C,Punggol Road,103.9053104,1.400921588,Seven trips from 5.50 pm to 7.30pm / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,2,16,65091,Blk 301A,Punggol Road,103.9065564,1.403979627,Seven trips from 5.50 pm to 7.30pm / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,2,17,65309,Damai Station Exit A,Punggol Drive,103.909135,1.404943889,Seven trips from 5.50 pm to 7.30pm / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,2,18,65319,Oasis Station Exit A,Punggol Drive,103.912445,1.402578056,Seven trips from 5.50 pm to 7.30pm / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 591,XingSheng Transport Services,Punggol Drive - Anson Road,2,19,65329,Kadaloor Station Exit A,Punggol Drive,103.916124,1.399888000,Seven trips from 5.50 pm to 7.30pm / 15 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,1,67559,Opp Blk 471A,Sengkang West Way,103.880945,1.395493907,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,2,67569,Blk 432A,Sengkang West Way,103.877,1.395049992,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,3,67579,Bef Jalan Kayu,Sengkang West Way,103.8734686,1.394836197,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,4,68029,Blk 448,Jalan Kayu,103.8726496,1.393121621,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,5,67491,Opp Fernvale Primary School,Sengkang West Avenue,103.8746649,1.390875385,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,6,67481,Fernvale Station/ Blk 439A,Sengkang West Avenue,103.8776459,1.391497941,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,7,67471,Layar Station Exit B,Sengkang West Avenue,103.8801011,1.392185681,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,8,67321,Blk 311A,Sengkang East Avenue,103.8842549,1.390567926,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,9,67361,Blk 313B,Anchorvale Drive,103.8883491,1.390995059,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,10,67351,Blk 321 Carpark,Anchorvale Drive,103.8913545,1.389944754,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,11,67271,Blk 201 Carpark,Sengkang East Road,103.8920896,1.388251387,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,12,67331,Blk 200B,Sengkang East Avenue,103.8925215,1.386768071,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,13,67261,Blk 203B,Sengkang East Avenue,103.8946421,1.386587413,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,14,67211,Ranggung Station Exit A,Sengkang East Avenue,103.8976592,1.383938281,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,15,65019,The Rivervale,Punggol Road,103.8974924,1.381514078,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,16,67721,Aft Punggol Road,Buangkok Drive,103.8981924,1.379713497,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,17,67731,Bef Sengkang East Drive,Buangkok Drive,103.9013807,1.380187386,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,18,80219,National Stadium,Nicoll Highway,103.8752641,1.306743814,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,19,80169,Nicoll Highway Station,Nicoll Highway,103.8633601,1.300705476,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,20,80159,Suntec City,Nicoll Highway,103.8579517,1.295962317,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,21,2119,Opp War Memorial Park,Nicoll Highway,103.8553433,1.291844074,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,22,3019,OUE Bayfront,Collyer Quay,103.8531081,1.284245000,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,23,-,Coach Bay outside Lau Pa Sat,Raffles Quay,103.8506,1.280200000,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,24,3129,UIC Building,Shenton Way,103.8495672,1.278070035,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,25,3217,Opp AXA Tower,Shenton Way,103.8479444,1.275522189,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,1,26,3223,International Plaza,Anson Road,103.8463247,1.275703395,Four trips from 7.30am to 9.00am / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,1,3222,Hub Synergy Point,Anson Road,103.8448956,1.273978369,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,2,3111,Aft Capital Tower,Robinson Road,103.8481012,1.277825954,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,3,3071,Opp So Sofitel Singapore,Robinson Road,103.8493803,1.279921325,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,4,3031,Raffles Place Station Exit E,Robinson Road,103.8508607,1.282074922,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,5,3011,Fullerton Square,Fullerton Road,103.853336,1.285597589,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,6,2111,Esplanade Bridge,Esplanade Drive,103.8545342,1.290955923,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,7,80151,Opp Suntec City,Nicoll Highway,103.8575904,1.295947793,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,8,80161,Opp Nicoll Highway Station,Nicoll Highway,103.8624541,1.300327156,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,9,67739,Aft Sengkang East Drive,Buangkok Drive,103.9019509,1.379984232,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,10,67729,Bef Punggol Road,Buangkok Drive,103.8987257,1.379489330,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,11,65011,Opp The Rivervale,Punggol Road,103.8972095,1.381596968,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,12,67219,Ranggung Station Exit B ,Sengkang East Avenue,103.8975137,1.383688353,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,13,67269,Opp Blk 203A,Sengkang East Avenue,103.8951336,1.386054076,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,14,67339,Opp Blk 200B,Sengkang East Avenue,103.8926909,1.386480382,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,15,67279,Blk 301D,Sengkang East Road,103.8916788,1.388093054,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
